id	name	screen_name	statuses_count	followers_count	friends_count	favourites_count	listed_count	default_profile	default_profile_image	location	description	description_has_url	description_url	followers_to_following_ratio	verified_type	verified	is_blue_verified	has_graduated_access	can_dm	media_count	has_custom_timelines	has_verification_info	possibly_sensitive	response_count	most_responded_user	retweet_ratio	engagement_rate	top_words	tweets_count	hashtags_per_tweet	mentions_per_tweet	duplicate_content_ratio	is_fake
1390897767686492161	"Izabella ""The Beast"" Adams (Personal Page)"	IzabellaAdams9	6407	5662	4994	154308	1	True	False	Lexington, SC	PAGE IS FOR SHARING MY LIFE WITH MY FRIENDS & FOLLOWERS 2026 Travel Softball Pitcher/SS/All-American Eliter/10u Coach/Acct co-managed by my Dad @craigvadams	False		1.1337605126151382		False	True	True	True	907	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1364488300329902080	Dr. Daniel Pach, personal account	DanielPach6	5253	8138	2519	24486	19	True	False	Berlin, Germany	Für Humanismus, Evidenzbasierte Medizin (EbM), #Selbstbestimmung und #Dezentralisierung. Privater Account mit persönlicher Meinung.	False		3.2306470821754663		False	True	True	False	77	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
3197036666	Mihir - YouTube for Personal Brands 📈	mihir_narula	23837	7039	552	230608	55	True	False	New YouTube 👉	Former YouTuber with 50k subs. Now decoding the Art & Science of YouTube for Entrepreneurs 🧠📈 | Scale your impact, influence & income@ https://t.co/16uuqFH92v 🚀	True	http://virralize.com	12.751811594202898		False	True	True	True	2312	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1164347204821082112	The Personal History of David Copperfield	copperfieldfilm	130	1055	13	173	18	True	False		Available now only on Digital	False		81.15384615384616	Business	False	False	True	False	42	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1654899760015212545	Le𝕏 Moreno🐯| Criptomonedas y Desarrollo Personal	LexMorenoWeb3	1912	925	138	3012	12	True	False	lexmorenoweb3@gmail.com	"📚 Educación disruptiva sobre Web 3.0 🌐
🏦 Sé tu propio banco : finanzas descentralizadas 💵
🧠 Sólo los instruidos son libres 🏛"	False		6.702898550724638		False	True	True	False	310	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
991012436097421312	A Private War	aprivatewar	807	2395	15	2322	19	True	False		Based on the true story of war correspondent #MarieColvin, #RosamundPike & #JamieDornan star in #APrivateWar—now playing in theaters. Ticketing link below.	False		159.66666666666666		False	False	True	False	131	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
319276964	Hupy & Abraham: Personal Injury Lawyers	HupyandAbraham	29164	4550	3217	2330	63	False	False	Milwaukee, WI	Personal Injury #LawFirm. Car Accident & #Motorcycle Attorneys in WI, IL & IA. Sharing safety & legal tips 👍🏻 800-800-5678	False		1.414361206092633		False	True	True	True	4396	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
4491636313	Declan 2023: This Time It's Personal	RealDeclanReed	7203	306	172	4925	7	True	False	USA	"Semipro shitposter
Back-to-back internet slapfight champion
Winner of 3 Pearbody awards"	False		1.7790697674418603		False	True	True	True	540	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
235599986	Alexa Curtis: Build Your Personal Brand	Alexa_Curtis	27775	9944	5492	15633	155	False	False	Los Angeles, CA	⚡️INSPIRING YOU TO BE FEARLESS!      🎤Be Fearless Inc. founder & former Radio Disney host/ current host of The New Unfiltered 📧 ac@lifeunfilteredwithalexa.com	False		1.8106336489439183		False	True	True	False	4500	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
908092032241070082	Inkmattic | Personal Finance	inkmattic	3549	450	170	1794	9	True	False	United Kingdom	Business & Personal Finance Blog. We also have a YouTube channel Email: hello@inkmattic.com	False		2.647058823529412		False	True	True	False	338	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
14508431	s.personal.ai (Suman Kanuganti)	SumanPersonalAI	6383	3200	446	11332	108	False	False	NYC	@PersonalAI_ is an AI trained for you, by you. Talk to me at https://t.co/i1pUEH0ciE ex: founder @airaio product @intuit robotics	True	http://s.personal.ai	7.174887892376682		False	True	True	False	394	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
231806162	Chef Lisa Pucci Delgado	PersonalChefLPD	24234	2231	2483	3868	74	False	False	Ohio, USA	Personal/Private Chef , TV Personality, Food Network , Fox 8 , Celebrity Chef, Brand Ambassador, Professional BBQ Competitor	False		0.8985098670962546		False	True	True	False	1692	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1587510295446147075	Chris G. | Personal Brand Strategist 🎯	chris_gensheer	4269	1130	386	31556	19	True	False	🚀 Grow your authority 👉	No one is you and that’s your super power | Helping busy professionals grow their brand | Writing on personal branding, copywriting & emotional health	False		2.927461139896373		False	True	True	True	314	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
116301504	Carlos C-Chavez	ccc_personal	97673	1509	596	34902	46	True	False	Phoenix AZ USA	Books on mathematical models in epidemiology 🇺🇦 - retired Ivy League and State university professor-RT NOT endorsements or agreement #SomosSocCivilMx	False		2.5318791946308723		False	True	True	True	1780	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1223857310	poser patrol/personal page	saybyetoposers	12489	2104	767	386	7	False	False	Tennessee, USA	over the years me and alot of ppl have been fooled by ppl pretending to be famous ppl this page is to help stop and report the fakes plz follow Me I follow back	False		2.743155149934811		False	True	True	False	61	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
2761685418	Suzana Deng (she/her/ella). Personal account	SuzanaDeng	3667	979	682	14108	8	False	False	Denver, CO	"Liaison for the African American/Black Community @CDPHE
#HealthLiteracy #TraumaHealing
#HealthEquity #BlackLivesMatter #BIPOC #LGBTQRights #SDOH #IStandWithUs"	False		1.435483870967742		False	True	True	False	99	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1300531244082450434	PO open!🐰| personal shopper+fangirl 🎶	_likethatsun_	51414	7994	4	2558	25	True	False	Jakarta Capital Region	♡price police - time waster - sellers do not follow!! ♡ full payment only & no market place!! ♡ pricelist include express + tax ♡ bca & line bank ♡	False		1998.5		False	True	True	True	24750	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1631490997724274688	Personal Funny	personal_funny	20	349	1	9	10	True	False	Worldwide	Personal Funny Gifts For You and Your Family	False		349.0		False	True	True	False	17	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1123944991406088192	INA/WW GO | JASA APPLY FANSIGN & PERSONAL ORDER KR	hellochim_kr	4934	346	36	50	4	True	False	Palembang, South Sumatra	INA GO FOR ALL GROUPS | Official & Fansite goods | Since April 2019 | Ask/order/testi etc check pinned tweet 📌 | handled by 2 admins	False		9.61111111111111		False	True	True	True	1085	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1661343358625763328	Lawrence | Personal Development	the_best_self	3091	868	66	2813	5	True	False	Click link	From directionless to a jacked entrepreneur | Helping young men live a prosperous life through fitness, correct thinking & financial literacy | Learn more 👇🏼	False		13.151515151515152		False	True	True	True	50	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1476742116	PersonalFitness3🏋🏻‍♀️	personalfitnes3	1307526	7219	4586	61548	202	False	False	Get MOTIVATED/Stay CONSISTENT	"⬇️🏋🏽⛹🏾‍♂️🚴🏾‍♂️ LET'S CONNECT.🏄🏾‍♀️🤽🏾🏋🏽‍♂️⬇️       
Instagram,
TikTok,
Threads,
YouTube
https://t.co/e2OFxj2pFq"	True	https://linktr.ee/PersonalFitness3	1.574138682948103		False	True	True	False	701356	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1315625965675053056	Kay | Custom Funnels for Personal Brands	alphacopyinc	1874	216	87	3138	4	True	False	Work with me 👉	DFY custom funnels & emails | generated $1M+ in client sales	False		2.4827586206896552		False	True	True	True	76	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1230537891941691392	Shelbion - Your Personal Yoda	shelbion	44	36	10	47	0	True	False	Summoner's Rift	"🏆Professional League of Legends Coach, 6.500+ Sessions Held | 
Coachify & Metafy Partner
Level up your game 🚀 | Contact: https://t.co/dPZLq2iQM3"	True	https://linktr.ee/shelbion	3.6		False	True	True	False	10	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1645434691066146816	MIGGUHAE | INA GO • PO • PERSONAL ORDER	migguhaeshop	1469	1014	370	635	0	True	False		Welcome to Migguhae's page! • mention after DM • selling / fan account • more info please visit my linktree • INA GO 🇰🇷🇯🇵🇹🇭🇨🇳 • #testimigguhae	False		2.7405405405405405		False	True	True	True	264	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
2204237382	Kymmberly~ Personal Growth & SmBiz Coach	iKymmberly	35609	2968	3263	9034	670	False	False	TakeBack Control of Your Life 	"Bless & Inspire Someone. Some how. Some where. Everyday ✨

👉🏻A SmBiz Empowers-start one as early as possible👈🏻
 Pr31 #INTJa | Corny & AI is my jam 🥓#Keto"	False		0.9095923996322404		False	True	True	False	9553	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1556957978670280706	Olivia My Personal Weatherman☂️☀️	youroli0804	12236	580	293	35635	2	True	False	She/her	My personal weatherman No.1 DEFENDER.☔️ Live in eternal delusion about Koichi ♡ Micchan.  Eternal Yesterday is my identity. #永遠の昨日 #小宮璃央 #井上想良	False		1.9795221843003408		False	True	True	False	1328	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
46865910	Personal Finance Baddass	WealthMotley	21286	2986	686	39240	17	False	False	Nigeria, UK, Metaverse	"I shift your mindset about Savings, investing in Stock Market & Crypto
IG: @wealthmotley Follow our fun wealth-creation journey on TG: https://t.co/3aeU1GfdcW…"	True	http://t.me/Wealthmotleych	4.352769679300292		False	True	True	True	805	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1459329553168429058	𝒓𝒊𝒌𝒂 🦇◝ Jaehyun AU (My personal Trainer)	Hiraethaime	3438	999	791	4233	1	True	False		̨𖥔 ִ ་ ، 𝗛𝕚𝖗αׅᧉׅ𝘁𝖍 𝐃'𝖆𝔪ᦅ̶۪𝘂𝖗 𓏲 ⛸️ ⠀࣪˖𓊿⊹	False		1.2629582806573958		False	True	True	True	317	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
320813866	ManCave Men’s Skin & Personal Care	ManCave	6884	11118	676	1219	53	False	False	United Kingdom	Self-care starts here. Natural-Performance products with lasting benefit to your skin, hair, body and mind 🙌	False		16.44674556213018		False	False	True	True	2368	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
20888710	Mark Baisley’s personal site	MarkBaisley	151	645	75	212	28	True	False	Roxborough Park, CO		False		8.6		False	False	True	False	22	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1578598327838392320	Luke Rowley, PE | Personal Growth Engineer	alukerowley	428	174	278	1317	6	True	False	Utah	9-5: Structural engineering manager 5-9: Sharing insights on personal growth from 17+ years of experience & engineering the 4-4-4 goal setting system	False		0.6258992805755396		False	True	True	True	28	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1257380034723135488	hausa/a personal account	metaphysicalsou	47357	691	981	27570	6	True	False	Great Africa ,Garin Hausa	a black African woman with a free soul , looking for escaping to the metaphysical world where believes she belongs (Africa,Kasar Hausa,Hausaland)pure bahaushiya	False		0.7043832823649337		False	True	True	False	7211	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1117621098047311872	Jake Kleis | Personal Trainer	jakekleisfit	136	24	30	168	0	True	False	Massachusetts, USA	🚨Strength and Flexibility Coaching 💪 Reduce Pain, Move Well, & Get Jacked	False		0.8		False	True	True	False	13	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
137774085	DiBella Law Offices Personal Injury Lawyer	DiBellaLaw	1152	490	370	620	10	True	False	Boston, MA	DiBella Law Offices, P.C. is a premier Massachusetts and New Hampshire personal injury firm ready to help you get compensation! Injured call, consultations free	False		1.3243243243243243		False	True	True	True	622	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
891185871868878848	Jahfari | Personal + Business Growth	allseejay	599	146	424	3831	0	False	False	Scale today →	Helping agencies add a minimum of 6 figures in 180 days | Documenting my journey while sharing lessons on business and self improvement.	False		0.3443396226415094		False	True	True	True	38	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
924861401079992320	Shaii 月 | Personal	ShaiiMoonlight	5039	86	848	12384	1	False	False	Respawn's Basement	Graphic Designer | Absolute Weeb | CR: One Piece | Titanfall's Prodigal Daughter | @littleyukine @gizmoob	False		0.1014150943396226		False	True	True	True	329	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1145890418157993986	Gino Roque IV (personal account)	iamginoroqueiv	1321	103628	279	867	18	True	False		"Pasabuy (Love Lockdown)


.
IG: ginoroqueiv"	False		371.42652329749103		False	False	True	False	390	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
88705613	Personal Defense Net	P_D_N	4694	32368	593	56	129	False	False	Minneapolis, MN	Follow us for the top personal defense video clips, tips and techniques.	False		54.58347386172007		False	False	True	False	513	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
23042311	Steven Thompson - #PersonalBranding	MrSteThompson	70141	29191	333	30127	875	False	False	UK 🇬🇧	🔮 Intuitive Coach/Agency Founder ❤️ Help Heart Centred Entrepreneurs 🧱 Build An Online Business 🧠 From Their Skills + Expertise 🌎 To Impact The World	False		87.66066066066067		False	False	True	True	9823	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
928094329	PersonalDefenseWorld	PDWdefense	31910	34958	856	3483	192	True	False		Personal Defense World offers viewers a clear and concise guide to not only the newest and best firearms and equipment available today, but also how to use them	False		40.83878504672897		False	False	True	False	13790	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
236657225	Watsons Singapore	WatsonsSG	10651	4200	71	86	34	False	False	Singapore	Look Good. Do Good. Feel Great. Singapore's leading beauty & health retailer! #WatsonsSG FB: https://t.co/eSjwNwwCXo IG: https://t.co/2rv1bx7IhC	True	http://facebook.com/watsons.sg,http://instagram.com/watsonssg/	59.15492957746479		False	False	True	True	3118	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1940305298	Govind Gurjar (Personal)	DilSeBhojpali	12434	23175	710	211003	19	True	False	  हिंदुस्तान	All Set:-Heart4MP,Soul4India,I4U	False		32.640845070422536		False	False	True	False	1947	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
329121956	HuffPost UK Personal	HPUKPersonal	5704	17857	782	26	346	False	False	London	Compelling, first-person storytelling from HuffPost UK. Have something to say? Click below or pitch us on ukpersonal@huffpost.com	False		22.83503836317136		False	False	True	True	5	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
57828037	Persona	PersonalEscrito	354532	21700	9708	206921	618	False	False		anti-capitalist, anti-fascist, #indigenous, #indígenas, climate, #humanrights, América Latina, #Latinoamerica, Amazonia, Brazil, #FreePalestine, BLM	False		2.235269880510919		False	False	True	False	29840	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
37383654	Janet Hampson Personal Management Ltd	janethampson	6819	19302	905	11275	151	False	False	United Kingdom	Thriving UK talent agency proud to represent a diverse client list insta @jhpmltd	False		21.32817679558011		False	False	True	False	434	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1222710156196225026	8485 εϊз Personal Protocol	8_4_8_5	3954	13806	525	6020	35	True	False		The Protocol is universally compatible.	False		26.29714285714285		False	False	True	True	222	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
2840220508	BNP Paribas 𝙋𝙚𝙧𝙨𝙤𝙣𝙖𝙡 𝙁𝙞𝙣𝙖𝙣𝙘𝙚	BNPP_PF	5696	8617	922	7260	128	False	False		"🇪🇺 European leader in personal finance

🎯 Our purpose: promote access to more responsible and sustainable #consumption to support our customers and partners!"	False		9.345986984815616	Business	False	False	True	False	1954	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1391589732304318476	GOBYMEI🇮🇩🇰🇷 jasa wh korea personal order	gobymei	5871	1904	307	189	4	True	False	Seoul - Surabaya	1st Hand INA GO & WH Seoul 🇰🇷 Selling Album & Merch Official || 🛍 Open Personal Order || 📩 Ask / Order by DM / Line : https://t.co/kT0DWBjczI	True	https://line.me/ti/p/FMUUyTCkhS	6.201954397394137		False	True	True	True	1298	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
19990333	Richard Cooperstein (Personal Account)	richardcoopers	5627	3507	2324	206	75	False	False	Los Angeles, CA	Investor, Executive, Board Member, Founder. Tech, Media, Crypto, Clean Energy, Plant-based Foods, ESG, Sustainability. MIG. Ex-Meta, Disney, Warner, Par/Viacom.	False		1.5090361445783131		False	False	True	False	313	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
2855972322	Sean Scott | Personal Finance	SeanScottFi	498	194	116	1098	2	True	False		Long-term Investor | Pursuing Financial Freedom | Passive Income | Posting Personal Finance Videos | Follow me for more!	False		1.6724137931034482		False	True	True	True	18	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
220704580	my personal account	amaliaulman	7721	6684	559	9728	41	False	False	New York, NY	Directress💫 You can watch El Planeta on @streamonmax and @mubi	False		11.95706618962433		False	False	True	False	256	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1627787774433669122	@Personal_DAO	Personal_DAO	181	274	229	633	5	True	False	Internet Computer Protocol	Non-custodial, Non-fungible Application. Own the keys to your own personal treasury and data storage app built 100% on $ICP, complete with a unique URL.	False		1.1965065502183403		False	True	True	False	26	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
2685536174	Abhishek - Personal Branding. ⚔️	elsifur	1577	187	120	2590	3	True	False	Private Mailing List 👉	"3x Founder. $3.01M in online sales. I talk about Personal Branding. 

Building Sugomi Marketing, brick by brick. 🏯 

Follow me if you like unfiltered opinions."	False		1.5583333333333331		False	True	True	False	27	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
58761822	Personal PR	Personalpruk	2284	1273	1754	4382	6	False	False	London	Personal Publicity for award-winning actors across film, television and theatre	False		0.725769669327252		False	False	True	False	808	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1394553261080809474	Soocas ｜ Personal Care Electronic Products	Soocas_official	260	30	46	130	0	True	False	FL, United States	Founded in 2015, Soocas is a company that focuses on R&D and design of electrical personal care products.	False		0.6521739130434783	Business	False	False	True	False	166	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
431290604	Blocked by Compliance 🏴	personalDJESS	4113	354	1165	79179	3	True	False	Estados Unidos	Descendant of Queen Liliuokalani	False		0.303862660944206		False	True	True	False	58	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
475069571	PersonalTrainerFood	TrainerFood	3281	28393	54	982	45	False	False	United States	Personal Trainer Food offers both 28-day and 14-day delicious weight loss meal programs, customized online delivered nationwide to your door.	False		525.7962962962963		False	False	True	False	901	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1453638010319290369	Not Your Personal Ami	Not_Your_PA	345	73493	187	2169	243	True	False		☀️I draw cute girls.	False		393.01069518716577		False	False	True	False	131	False		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
969301996850171904	Gym Rat - Postums	PostumsPersonal	21663	15510	1058	33884	74	False	False	PNW	"Life is parenting, lifting, and making video games - specifically Halo.

1/10/23: 30% BF
2/14/23: 26% BF
7/20/23 26.7% BF"	False		14.659735349716446		False	False	True	False	2988	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
1224070351300255744	Lucas	LucasIsPersonal	10912	5695	39	197	13	True	False	Ontario, Canada	"the human embodiment of the bottom of the barrel

personal account business: personal@l7y.ca

once posted a absolute banger"	False		146.02564102564102		False	False	True	True	4107	True		False	0		0.0	0.0		0.0	0.0	0.0	0.0	
